launch_id,date,year,month,rocket,launch_site,country,operator,mission_type,orbit,payload_mass_kg,n_payloads,launch_success,failure_mode,crewed,crew_size,booster_reused,launch_cost_m_usd,rocket_era,rocket_type,payload_to_leo_kg,cost_per_kg_usd,payload_utilization_pct,mission_outcome
SL005136,1992-10-14,1992,10,Long March 2D,Xichang Satellite Launch,China,CASC,Technology Demonstration,LEO,886,1,1,None - Successful Launch,0,0,0,21.5,Modern,orbital,1587,24266.365688487585,55.82860743541273,Success
SL005137,1965-01-24,1965,1,Sputnik (R-7),Kapustin Yar,USSR,OKB-1,Scientific,LEO,125,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,226,360000.0,55.309734513274336,Success
SL005138,1964-10-27,1964,10,Juno I,Wallops Flight Facility,USA,Army,Human Spaceflight,ISS,1,1,1,None - Successful Launch,1,4,0,45.0,Cold War,orbital,6,45000000.0,16.666666666666664,Success
SL005139,1976-02-09,1976,2,Voskhod,Baikonur Cosmodrome,USSR,OKB-1,Communications,GEO,709,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,2494,63469.675599435825,28.428227746591823,Success
SL005140,2019-01-15,2019,1,SLV,Satish Dhawan Space Centre,India,ISRO,Scientific,LEO,18,1,1,None - Successful Launch,0,0,0,44.95,Cold War,orbital,18,2497222.222222222,100.0,Success
SL005141,2002-08-19,2002,8,Proton-M,Baikonur Cosmodrome,Russia,Khrunichev,Astronomy,GEO,4051,1,1,None - Successful Launch,0,0,0,90.9,Modern,orbital,10432,22438.903974327328,38.83243865030675,Success
SL005142,1996-10-03,1996,10,Rokot,Baikonur Cosmodrome,Russia,Khrunichev,Astronomy,LEO,405,1,1,None - Successful Launch,0,0,0,43.1,Post-Soviet,orbital,884,106419.75308641975,45.81447963800905,Success
SL005143,1982-07-12,1982,7,Voskhod,Baikonur Cosmodrome,USSR,OKB-1,Astronomy,GTO,578,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,2494,77854.67128027682,23.175621491579793,Success
SL005144,2023-02-24,2023,2,Titan III,Kennedy Space Center LC-39A,USA,USAF,Space Station Resupply,ISS,2453,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,5896,18344.883815735833,41.6044776119403,Success
SL005145,1982-05-28,1982,5,Diamant,Kourou ELS (Vega),Europe,CNES,Technology Demonstration,SSO,15,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,36,3000000.0,41.66666666666667,Success
SL005146,2019-09-10,2019,9,New Shepard,Cape Canaveral SLC-41,USA,Blue Origin,Communications,GEO,0,1,1,None - Successful Launch,0,0,0,0.5,New Space,suborbital,0,,,Success
SL005147,2021-05-22,2021,5,Jupiter-C,SpaceX Starbase (Boca Chica),USA,Army,IoT/Cubesat,SSO,3,4,1,None - Successful Launch,0,0,0,45.0,Cold War,suborbital,4,15000000.0,75.0,Success
SL005148,1991-07-11,1991,7,Titan IV,Vandenberg SFB SLC-4E,USA,Lockheed,IoT/Cubesat,LEO,2009,1,1,None - Successful Launch,0,0,0,456.7,Post-Cold War,orbital,9833,227327.02837232454,20.43120105766297,Success
SL005149,2021-09-01,2021,9,Thor-Delta,Cape Canaveral SLC-41,USA,NASA,Rideshare,SSO,28,9,1,None - Successful Launch,0,0,0,1602.2,Cold War,orbital,102,57221428.571428575,27.450980392156865,Success
SL005150,1980-07-11,1980,7,Proton-K,Baikonur Cosmodrome,USSR,Khrunichev,Military Reconnaissance,LEO,7083,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,9525,6353.240152477763,74.36220472440945,Success
SL005151,2005-12-12,2005,12,Soyuz-2.1a,Svobodny / Vostochny,Russia,TsSKB,Scientific,GEO,1961,1,1,None - Successful Launch,0,0,0,56.5,Modern,orbital,3356,28811.83069862315,58.43265792610251,Success
SL005152,1968-07-10,1968,7,Thor-Delta,Wallops Flight Facility,USA,NASA,Scientific,LEO,38,1,1,None - Successful Launch,0,0,0,1602.2,Cold War,orbital,102,42163157.89473684,37.254901960784316,Success
SL005153,1990-02-08,1990,2,Long March 1,Taiyuan Satellite Launch,China,CASC,Earth Observation,LEO,141,1,0,upper stage failure,0,0,0,23.3,Cold War,orbital,136,165248.2269503546,103.6764705882353,Failure
SL005154,1976-05-10,1976,5,Cyclone-2,Plesetsk Cosmodrome,USSR,Yuzhnoye,Scientific,LEO,871,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,1360,51664.75315729047,64.04411764705881,Success
SL005155,1966-05-11,1966,5,Voskhod,Plesetsk Cosmodrome,USSR,OKB-1,Earth Observation,SSO,912,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,2494,49342.10526315789,36.56776263031275,Success
SL005156,1960-10-23,1960,10,Scout,Cape Canaveral SLC-40,USA,LTV,Scientific,LEO,65,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,90,692307.6923076923,72.22222222222221,Success
SL005157,1982-06-24,1982,6,Vostok-K,Kapustin Yar,USSR,OKB-1,Navigation/GPS,GEO,1260,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,2145,35714.28571428572,58.74125874125874,Success
SL005158,1998-07-05,1998,7,Titan IV,Wallops Flight Facility,USA,Lockheed,Communications,GEO,6278,1,1,None - Successful Launch,0,0,0,350.5,Post-Cold War,orbital,9833,55829.88212806626,63.84623207566358,Success
SL005159,1989-02-11,1989,2,Soyuz-U,Kapustin Yar,USSR,TsSKB,Communications,GEO,1701,1,1,None - Successful Launch,0,0,0,35.5,Cold War,orbital,3107,20870.07642563198,54.7473447055037,Success
SL005160,1981-12-26,1981,12,Sputnik (R-7),Kapustin Yar,USSR,OKB-1,Lunar,TLI,121,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,226,371900.826446281,53.53982300884957,Success
SL005161,2024-03-28,2024,3,Mu-4S,Plesetsk Cosmodrome,Other,ISAS,Communications,MEO,26,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,81,1730769.2307692308,32.098765432098766,Success
SL005162,2023-08-22,2023,8,Titan III,Wallops Flight Facility,USA,USAF,Human Spaceflight,ISS,6486,1,1,None - Successful Launch,1,2,0,45.0,Cold War,orbital,5896,6938.020351526365,110.0067842605156,Success
SL005163,1970-03-01,1970,3,Proton-K,Baikonur Cosmodrome,USSR,Khrunichev,Defense/Intelligence,GEO,2907,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,9525,15479.876160990712,30.51968503937008,Success
SL005164,1987-01-01,1987,1,Long March 1,Xichang Satellite Launch,China,CASC,Navigation/GPS,GEO,124,1,1,None - Successful Launch,0,0,0,23.3,Cold War,orbital,136,187903.2258064516,91.17647058823529,Success
SL005165,2005-09-23,2005,9,Proton-M,Baikonur Cosmodrome,Russia,Khrunichev,Navigation/GPS,GEO,6515,1,1,None - Successful Launch,0,0,0,84.6,Modern,orbital,10432,12985.418265541059,62.45207055214724,Success
SL005166,2012-06-02,2012,6,Delta IV Heavy,Cape Canaveral SLC-40,USA,ULA,Communications,GEO,9176,1,1,None - Successful Launch,0,0,0,409.6,Modern,orbital,13058,44638.18657367044,70.27109817736253,Success
SL005167,1984-02-28,1984,2,Saturn IB,Mahia Peninsula LC-1,USA,NASA,Lunar,Interplanetary,9123,1,1,None - Successful Launch,0,0,0,1602.2,Cold War,orbital,9525,175622.05414885454,95.77952755905513,Success
SL005168,2013-08-09,2013,8,Scout,Cape Canaveral SLC-40,USA,LTV,Rideshare,LEO,40,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,90,1125000.0,44.44444444444444,Success
SL005169,1970-01-17,1970,1,Voskhod,Baikonur Cosmodrome,USSR,OKB-1,Navigation/GPS,GEO,632,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,2494,71202.53164556962,25.340817963111466,Success
SL005170,1982-05-15,1982,5,Cyclone-2,Kapustin Yar,USSR,Yuzhnoye,Lunar,Interplanetary,1496,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,1360,30080.213903743315,110.00000000000001,Success
SL005171,2011-10-01,2011,10,Long March 4B,Taiyuan Satellite Launch,China,CASC,Rideshare,SSO,597,1,1,None - Successful Launch,0,0,0,23.2,Modern,orbital,1905,38860.97152428811,31.338582677165356,Success
SL005172,2002-02-18,2002,2,Titan IV,Kennedy Space Center LC-39A,USA,Lockheed,Interplanetary,TLI,6882,1,1,None - Successful Launch,0,0,0,414.6,Post-Cold War,orbital,9833,60244.11508282476,69.9888131801078,Success
SL005173,2019-03-19,2019,3,Rokot,Baikonur Cosmodrome,Russia,Khrunichev,Rideshare,SSO,387,16,1,None - Successful Launch,0,0,0,40.2,Post-Soviet,orbital,884,103875.96899224806,43.77828054298642,Success
SL005174,1965-01-18,1965,1,Voskhod,Kapustin Yar,USSR,OKB-1,Human Spaceflight,ISS,1039,1,1,None - Successful Launch,1,3,0,45.0,Cold War,orbital,2494,43310.87584215592,41.65998396150762,Success
SL005175,1973-06-09,1973,6,Soyuz 11A511,Plesetsk Cosmodrome,USSR,OKB-1,Human Spaceflight,ISS,2786,1,1,None - Successful Launch,1,3,0,45.0,Cold War,orbital,3129,16152.18951902369,89.03803131991052,Success
SL005176,1965-04-01,1965,4,Atlas-Centaur,Kennedy Space Center LC-39A,USA,GD,Scientific,LEO,1181,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,2041,38103.30228619814,57.86379225869672,Success
SL005177,1974-06-01,1974,6,Vostok-K,Plesetsk Cosmodrome,USSR,OKB-1,Earth Observation,SSO,2360,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,2145,19067.79661016949,110.02331002331003,Success
SL005178,1960-01-14,1960,1,Vostok-K,Plesetsk Cosmodrome,USSR,OKB-1,Human Spaceflight,ISS,1147,1,1,None - Successful Launch,1,5,0,45.0,Cold War,orbital,2145,39232.78116826504,53.47319347319347,Success
SL005179,1992-07-05,1992,7,Jupiter-C,Vandenberg SFB SLC-4E,USA,Army,Interplanetary,Interplanetary,3,1,0,fairing failure,0,0,0,45.0,Cold War,suborbital,4,15000000.0,75.0,Failure
SL005180,1994-10-19,1994,10,Rokot,Svobodny / Vostochny,Russia,Khrunichev,Lunar,Interplanetary,972,1,1,None - Successful Launch,0,0,0,36.6,Post-Soviet,orbital,884,37654.32098765432,109.95475113122173,Success
SL005181,2005-02-15,2005,2,Proton-M,Svobodny / Vostochny,Russia,Khrunichev,Space Station Resupply,ISS,5884,1,1,None - Successful Launch,0,0,0,97.8,Modern,orbital,10432,16621.34602311353,56.40337423312884,Success
SL005182,1985-06-10,1985,6,Zenit-2,Kapustin Yar,USSR,Yuzhnoye,Earth Observation,LEO,2242,1,0,guidance failure,0,0,0,45.0,Cold War,orbital,6232,20071.36485280999,35.97560975609756,Failure
SL005183,1960-02-01,1960,2,Sputnik (R-7),Baikonur Cosmodrome,USSR,OKB-1,Human Spaceflight,ISS,227,1,0,guidance failure,1,6,0,45.0,Cold War,orbital,226,198237.88546255507,100.44247787610618,Failure
SL005184,2007-08-02,2007,8,Mu-4S,San Marco Platform,Other,ISAS,IoT/Cubesat,SSO,23,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,81,1956521.7391304348,28.39506172839506,Success
SL005185,1965-10-25,1965,10,Voskhod,Baikonur Cosmodrome,USSR,OKB-1,Scientific,LEO,1015,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,2494,44334.97536945813,40.69767441860465,Success
SL005186,2020-07-12,2020,7,Falcon 1,Mahia Peninsula LC-1,USA,SpaceX,Interplanetary,Interplanetary,208,1,1,None - Successful Launch,0,0,0,8.0,New Space,orbital,303,38461.53846153846,68.64686468646865,Success
SL005187,1962-08-12,1962,8,Vostok-K,Plesetsk Cosmodrome,USSR,OKB-1,Human Spaceflight,LEO,741,1,1,None - Successful Launch,1,2,0,45.0,Cold War,orbital,2145,60728.74493927125,34.54545454545455,Success
SL005188,1994-02-08,1994,2,Diamant,Kourou ELS (Vega),Europe,CNES,Navigation/GPS,MEO,8,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,36,5625000.0,22.22222222222222,Success
SL005189,2021-12-23,2021,12,Atlas V,Cape Canaveral SLC-41,USA,ULA,Earth Observation,SSO,4793,1,1,None - Successful Launch,0,0,0,225.6,Modern,orbital,8533,47068.64176924682,56.17016289698816,Success
SL005190,1997-02-18,1997,2,Titan III,Wallops Flight Facility,USA,USAF,Human Spaceflight,ISS,2139,1,1,None - Successful Launch,1,2,0,45.0,Cold War,orbital,5896,21037.86816269285,36.27883310719132,Success
SL005191,2000-05-14,2000,5,Saturn IB,Cape Canaveral SLC-41,USA,NASA,Rideshare,SSO,5612,1,1,None - Successful Launch,0,0,0,1602.2,Cold War,orbital,9525,285495.3670705631,58.91863517060367,Success
SL005192,2008-11-23,2008,11,Scout,Vandenberg SFB SLC-3E,Other,LTV,Rideshare,LEO,34,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,90,1323529.4117647058,37.77777777777778,Success
SL005193,1970-02-28,1970,2,Voskhod,Kapustin Yar,USSR,OKB-1,Earth Observation,SSO,1949,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,2494,23088.763468445355,78.14755412991178,Success
SL005194,2007-06-27,2007,6,Jupiter-C,Vandenberg SFB SLC-4E,USA,Army,Military Reconnaissance,LEO,2,1,1,None - Successful Launch,0,0,0,45.0,Cold War,suborbital,4,22500000.0,50.0,Success
SL005195,2021-09-10,2021,9,Long March 3B,Xichang Satellite Launch,China,CASC,Earth Observation,LEO,1560,1,1,None - Successful Launch,0,0,0,56.7,Modern,orbital,5216,36346.153846153844,29.9079754601227,Success
SL005196,2024-06-05,2024,6,Soyuz-FG,Plesetsk Cosmodrome,Russia,TsSKB,Space Station Module,ISS,1501,1,1,None - Successful Launch,0,0,0,96.0,Modern,orbital,3265,63957.36175882745,45.972434915773356,Success
SL005197,1988-12-04,1988,12,Sputnik (R-7),Plesetsk Cosmodrome,USSR,OKB-1,Technology Demonstration,LEO,215,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,226,209302.32558139536,95.13274336283186,Success
SL005198,1983-10-15,1983,10,Mu-4S,Tanegashima Space Center,Japan,ISAS,Space Telescope,HEO,58,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,81,775862.0689655172,71.60493827160494,Success
SL005199,2013-11-24,2013,11,Antares,Wallops Flight Facility,USA,Northrop,Rideshare,SSO,1528,1,1,None - Successful Launch,0,0,0,75.7,Modern,orbital,3628,49541.884816753925,42.11686879823594,Success
SL005200,1995-01-13,1995,1,Juno I,SpaceX Starbase (Boca Chica),USA,Army,Navigation/GPS,GEO,1,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,6,45000000.0,16.666666666666664,Success
SL005201,1978-12-11,1978,12,Vostok-K,Baikonur Cosmodrome,USSR,OKB-1,Defense/Intelligence,GTO,1341,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,2145,33557.04697986577,62.51748251748251,Success
SL005202,1973-09-09,1973,9,Diamant,Guiana Space Centre ELA-3,Europe,CNES,Earth Observation,GEO,11,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,36,4090909.090909091,30.555555555555557,Success
SL005203,1973-05-14,1973,5,Cosmos-3M,Baikonur Cosmodrome,USSR,PO Polyot,Earth Observation,SSO,222,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,680,202702.7027027027,32.64705882352941,Success
SL005204,1989-10-18,1989,10,Soyuz-U,Plesetsk Cosmodrome,USSR,TsSKB,Defense/Intelligence,LEO,2000,1,1,None - Successful Launch,0,0,0,33.6,Cold War,orbital,3107,16800.0,64.3707756678468,Success
SL005205,1973-02-21,1973,2,Proton-K,Plesetsk Cosmodrome,USSR,Khrunichev,Earth Observation,LEO,2777,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,9525,16204.537270435721,29.15485564304462,Success
SL005206,1962-11-05,1962,11,Vostok-K,Baikonur Cosmodrome,USSR,OKB-1,Human Spaceflight,ISS,775,1,0,guidance failure,1,2,0,45.0,Cold War,orbital,2145,58064.51612903226,36.13053613053613,Failure
SL005207,1965-03-12,1965,3,Proton-K,Plesetsk Cosmodrome,USSR,Khrunichev,Scientific,GEO,4301,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,9525,10462.683096954197,45.15485564304462,Success
SL005208,2023-10-10,2023,10,Kuaizhou-1A,Jiuquan Satellite Launch,China,CASIC,Technology Demonstration,SSO,70,1,1,None - Successful Launch,0,0,0,5.5,New Space,small-sat,136,78571.42857142857,51.470588235294116,Success
SL005209,1967-06-25,1967,6,Voskhod,Kapustin Yar,USSR,OKB-1,Scientific,LEO,2628,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,2494,17123.287671232876,105.3728949478749,Success
SL005210,1967-12-24,1967,12,Cosmos-3M,Baikonur Cosmodrome,USSR,PO Polyot,Defense/Intelligence,LEO,374,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,680,120320.85561497326,55.00000000000001,Success
SL005211,1989-09-09,1989,9,Proton-K,Plesetsk Cosmodrome,USSR,Khrunichev,Lunar,TLI,2075,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,9525,21686.746987951807,21.784776902887142,Success
SL005212,1978-09-16,1978,9,Soyuz 11A511,Kapustin Yar,USSR,OKB-1,Defense/Intelligence,HEO,943,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,3129,47720.04241781548,30.13742409715564,Success
SL005213,2023-01-17,2023,1,Long March 2D,Xichang Satellite Launch,China,CASC,Commercial Satellite,GTO,574,3,1,None - Successful Launch,0,0,0,17.3,Modern,orbital,1587,30139.37282229965,36.16887208569628,Success
SL005214,2022-05-28,2022,5,Ariane 5 ECA,Guiana Space Centre ELA-3,Europe,Arianespace,Military Reconnaissance,LEO,10477,1,1,None - Successful Launch,0,0,0,170.0,Modern,orbital,9525,16226.018898539658,109.99475065616797,Success
SL005215,1986-05-08,1986,5,Cyclone-2,Kapustin Yar,USSR,Yuzhnoye,Scientific,GTO,452,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,1360,99557.52212389381,33.23529411764706,Success
SL005216,1989-06-10,1989,6,Sputnik (R-7),Baikonur Cosmodrome,USSR,OKB-1,IoT/Cubesat,LEO,37,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,226,1216216.2162162163,16.371681415929203,Success
SL005217,1985-05-08,1985,5,Thor-Delta,Vandenberg SFB SLC-4E,USA,NASA,IoT/Cubesat,LEO,14,1,1,None - Successful Launch,0,0,0,1602.2,Cold War,orbital,102,114442857.14285715,13.725490196078432,Success
SL005218,1964-04-15,1964,4,Atlas-Centaur,Cape Canaveral SLC-40,USA,GD,Human Spaceflight,LEO,814,1,1,None - Successful Launch,1,1,0,45.0,Cold War,orbital,2041,55282.55528255528,39.88241058304753,Success
SL005219,1980-06-18,1980,6,Juno I,Vandenberg SFB SLC-4E,USA,Army,Space Telescope,SSO,4,1,0,engine failure,0,0,0,45.0,Cold War,orbital,6,11250000.0,66.66666666666666,Failure
SL005220,1970-05-08,1970,5,Proton-K,Baikonur Cosmodrome,USSR,Khrunichev,Communications,GTO,1742,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,9525,25832.376578645235,18.288713910761153,Success
SL005221,1969-09-19,1969,9,Proton-K,Kapustin Yar,USSR,Khrunichev,Defense/Intelligence,GEO,4789,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,9525,9396.533723115474,50.27821522309711,Success
SL005222,1996-08-04,1996,8,Rokot,Baikonur Cosmodrome,Russia,Khrunichev,Lunar,TLI,813,1,0,engine failure,0,0,0,45.9,Post-Soviet,orbital,884,56457.56457564576,91.9683257918552,Failure
SL005223,1968-01-24,1968,1,Atlas-Centaur,Vandenberg SFB SLC-4E,USA,GD,Earth Observation,SSO,1617,1,0,structural failure,0,0,0,45.0,Cold War,orbital,2041,27829.31354359926,79.22586967172954,Failure
SL005224,1969-10-10,1969,10,Thor-Delta,Wallops Flight Facility,USA,NASA,Earth Observation,LEO,40,1,0,engine failure,0,0,0,1602.2,Cold War,orbital,102,40055000.0,39.21568627450981,Failure
SL005225,1990-02-18,1990,2,Proton-K,Plesetsk Cosmodrome,USSR,Khrunichev,Space Station Resupply,ISS,1424,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,9525,31601.123595505618,14.950131233595801,Success
SL005226,1988-02-25,1988,2,Sputnik (R-7),Kapustin Yar,USSR,OKB-1,Scientific,SSO,121,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,226,371900.826446281,53.53982300884957,Success
SL005227,1971-07-27,1971,7,Sputnik (R-7),Baikonur Cosmodrome,USSR,OKB-1,Earth Observation,LEO,249,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,226,180722.89156626505,110.17699115044249,Success
SL005228,1960-01-27,1960,1,Sputnik (R-7),Baikonur Cosmodrome,USSR,OKB-1,Scientific,GTO,108,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,226,416666.6666666667,47.78761061946903,Success
SL005229,1974-05-25,1974,5,Proton-K,Kapustin Yar,USSR,Khrunichev,Scientific,LEO,1746,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,9525,25773.19587628866,18.330708661417322,Success
SL005230,1977-08-22,1977,8,Proton-K,Plesetsk Cosmodrome,USSR,Khrunichev,Defense/Intelligence,GEO,5291,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,9525,8505.008505008505,55.5485564304462,Success
SL005231,2016-05-17,2016,5,Falcon 9 v1.0,Vandenberg SFB SLC-4E,USA,SpaceX,Interplanetary,Interplanetary,2116,1,1,None - Successful Launch,0,0,0,46.9,New Space,orbital,4741,22164.46124763705,44.63193419109893,Success
SL005232,2022-08-07,2022,8,Ariane 1,Guiana Space Centre ELA-3,Europe,CNES,Weather,LEO,272,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,839,165441.17647058822,32.419547079856976,Success
SL005233,1986-03-03,1986,3,Cosmos-3M,Kapustin Yar,USSR,PO Polyot,Interplanetary,TLI,372,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,680,120967.74193548386,54.70588235294118,Success
SL005234,1986-06-07,1986,6,Atlas-Centaur,SpaceX Starbase (Boca Chica),USA,GD,Rideshare,LEO,919,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,2041,48966.26768226333,45.02694757471827,Success
SL005235,2010-11-19,2010,11,Atlas-Centaur,Cape Canaveral SLC-41,USA,GD,Communications,GEO,1103,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,2041,40797.824116047144,54.0421362077413,Success
SL005236,2002-06-16,2002,6,Atlas V,Cape Canaveral SLC-41,USA,ULA,Communications,GTO,2959,1,1,None - Successful Launch,0,0,0,198.3,Modern,orbital,8533,67015.88374450828,34.67713582561819,Success
SL005237,1974-06-09,1974,6,Titan II GLV,Mahia Peninsula LC-1,USA,USAF,Scientific,LEO,940,1,0,software,0,0,0,45.0,Cold War,orbital,1632,47872.34042553192,57.59803921568627,Failure
SL005238,1969-04-09,1969,4,Vanguard,Wallops Flight Facility,USA,NRL,Navigation/GPS,MEO,4,1,0,engine failure,0,0,0,45.0,Cold War,orbital,4,11250000.0,100.0,Failure
SL005239,1988-12-04,1988,12,Vanguard,Vandenberg SFB SLC-4E,USA,NRL,Rideshare,SSO,1,1,0,upper stage failure,0,0,0,45.0,Cold War,orbital,4,45000000.0,25.0,Failure
SL005240,1997-01-28,1997,1,Rokot,Baikonur Cosmodrome,Russia,Khrunichev,Human Spaceflight,ISS,258,1,1,None - Successful Launch,1,7,0,42.4,Post-Soviet,orbital,884,164341.08527131783,29.185520361990953,Success
SL005241,1971-02-07,1971,2,Cosmos-3M,Kapustin Yar,USSR,PO Polyot,Navigation/GPS,MEO,260,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,680,173076.92307692306,38.23529411764706,Success
SL005242,1980-03-28,1980,3,Proton-K,Plesetsk Cosmodrome,USSR,Khrunichev,Commercial Satellite,GEO,10105,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,9525,4453.240969816922,106.08923884514437,Success
SL005243,1981-09-11,1981,9,Vostok-K,Plesetsk Cosmodrome,USSR,OKB-1,Human Spaceflight,LEO,556,1,1,None - Successful Launch,1,7,0,45.0,Cold War,orbital,2145,80935.25179856115,25.92074592074592,Success
SL005244,1979-05-28,1979,5,Soyuz-U,Plesetsk Cosmodrome,USSR,TsSKB,Scientific,LEO,1184,1,1,None - Successful Launch,0,0,0,32.1,Cold War,orbital,3107,27111.486486486487,38.1074991953653,Success
SL005245,1989-09-02,1989,9,Ariane 4,Guiana Space Centre ELA-3,Europe,Arianespace,Interplanetary,TLI,630,1,1,None - Successful Launch,0,0,0,166.2,Post-Cold War,orbital,2222,263809.5238095238,28.352835283528353,Success
SL005246,2005-04-17,2005,4,Long March 1,Xichang Satellite Launch,China,CASC,Lunar,TLI,18,1,1,None - Successful Launch,0,0,0,23.3,Cold War,orbital,136,1294444.4444444445,13.23529411764706,Success
SL005247,1992-07-02,1992,7,Soyuz-FG,Svobodny / Vostochny,Russia,TsSKB,Space Telescope,LEO,964,1,1,None - Successful Launch,0,0,0,96.6,Modern,orbital,3265,100207.46887966806,29.525267993874426,Success
SL005248,1975-11-18,1975,11,Vostok-K,Kapustin Yar,USSR,OKB-1,Human Spaceflight,LEO,2199,1,0,upper stage failure,1,2,0,45.0,Cold War,orbital,2145,20463.847203274214,102.51748251748252,Failure
SL005249,1969-09-11,1969,9,Voskhod,Plesetsk Cosmodrome,USSR,OKB-1,Human Spaceflight,LEO,742,1,1,None - Successful Launch,1,2,0,45.0,Cold War,orbital,2494,60646.90026954178,29.751403368083402,Success
SL005250,2018-10-09,2018,10,Minotaur I,SpaceX Starbase (Boca Chica),USA,Orbital ATK,Earth Observation,SSO,203,1,1,None - Successful Launch,0,0,0,37.0,Modern,orbital,263,182266.00985221675,77.18631178707224,Success
SL005251,1990-07-12,1990,7,Vostok-K,Plesetsk Cosmodrome,USSR,OKB-1,Defense/Intelligence,LEO,1247,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,2145,36086.607858861265,58.13519813519814,Success
SL005252,1966-12-19,1966,12,Sputnik (R-7),Kapustin Yar,USSR,OKB-1,Human Spaceflight,ISS,93,1,1,None - Successful Launch,1,5,0,45.0,Cold War,orbital,226,483870.96774193546,41.150442477876105,Success
SL005253,1978-07-03,1978,7,Scout,Cape Canaveral SLC-40,USA,LTV,Scientific,SSO,25,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,90,1800000.0,27.77777777777778,Success
SL005254,2017-10-25,2017,10,Taurus,Vandenberg SFB SLC-2W,Other,Orbital Sciences,Rideshare,LEO,133,1,1,None - Successful Launch,0,0,0,43.1,Post-Cold War,orbital,612,324060.15037593985,21.73202614379085,Success
SL005255,2013-03-17,2013,3,Long March 2C,Jiuquan Satellite Launch,China,CASC,Scientific,SSO,1055,1,1,None - Successful Launch,0,0,0,17.4,Modern,orbital,1746,16492.890995260663,60.42382588774341,Success
SL005256,2021-10-23,2021,10,Ariane 4,Guiana Space Centre ELA-3,Europe,Arianespace,Military Reconnaissance,LEO,676,1,1,None - Successful Launch,0,0,0,166.2,Post-Cold War,orbital,2222,245857.98816568046,30.423042304230425,Success
SL005257,1999-05-05,1999,5,Long March 1,Taiyuan Satellite Launch,China,CASC,Weather,LEO,85,1,1,None - Successful Launch,0,0,0,23.3,Cold War,orbital,136,274117.64705882355,62.5,Success
SL005258,1987-01-21,1987,1,Juno I,Cape Canaveral SLC-41,USA,Army,Space Station Module,LEO,1,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,6,45000000.0,16.666666666666664,Success
